image_path,mask_path
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1001.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1001_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1013.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1013_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1019.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1019_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1023.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1023_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1030.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1030_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1031.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1031_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1036.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1036_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1041.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1041_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1044.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1044_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1048.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1048_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1050.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1050_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1052.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1052_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1054.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1054_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1065.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1065_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1067.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1067_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1084.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1084_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1089.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1089_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_1102.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_1102_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_724.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_724_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_725.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_725_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_728.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_728_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_731.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_731_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_734.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_734_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_751.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_751_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_757.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_757_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_759.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_759_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_761.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_761_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_766.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_766_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_767.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_767_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_781.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_781_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_783.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_783_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_804.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_804_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_805.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_805_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_808.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_808_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_809.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_809_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_811.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_811_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_820.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_820_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_821.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_821_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_826.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_826_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_833.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_833_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_834.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_834_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_840.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_840_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_845.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_845_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_847.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_847_mask.jpg
/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/images_seq8/3_endocv2021_positive_851.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq8/masks_seq8/3_endocv2021_positive_851_mask.jpg
