,image_path,mask_path
0,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_0.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_0_mask.jpg
1,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_4.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_4_mask.jpg
2,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_8.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_8_mask.jpg
3,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_12.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_12_mask.jpg
4,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_16.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_16_mask.jpg
5,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_20.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_20_mask.jpg
6,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_24.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_24_mask.jpg
7,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_28.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_28_mask.jpg
8,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_32.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_32_mask.jpg
9,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_36.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_36_mask.jpg
10,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_40.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_40_mask.jpg
11,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_44.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_44_mask.jpg
12,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_48.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_48_mask.jpg
13,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_52.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_52_mask.jpg
14,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_56.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_56_mask.jpg
15,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_60.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_60_mask.jpg
16,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_64.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_64_mask.jpg
17,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_68.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_68_mask.jpg
18,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_72.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_72_mask.jpg
19,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_76.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_76_mask.jpg
20,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_80.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_80_mask.jpg
21,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_84.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_84_mask.jpg
22,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_88.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_88_mask.jpg
23,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_92.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_92_mask.jpg
24,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_96.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_96_mask.jpg
25,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_100.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_100_mask.jpg
26,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_104.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_104_mask.jpg
27,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_108.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_108_mask.jpg
28,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_112.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_112_mask.jpg
29,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_116.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_116_mask.jpg
30,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_120.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_120_mask.jpg
31,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_124.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_124_mask.jpg
32,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_128.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_128_mask.jpg
33,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_132.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_132_mask.jpg
34,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_136.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_136_mask.jpg
35,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_140.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_140_mask.jpg
36,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_144.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_144_mask.jpg
37,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_148.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_148_mask.jpg
38,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_152.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_152_mask.jpg
39,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_156.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_156_mask.jpg
40,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_160.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_160_mask.jpg
41,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_164.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_164_mask.jpg
42,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_168.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_168_mask.jpg
43,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_172.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_172_mask.jpg
44,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_176.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_176_mask.jpg
45,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_180.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_180_mask.jpg
46,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_184.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_184_mask.jpg
47,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_188.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_188_mask.jpg
48,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/images_seq5/EndoCV2021_seq5_192.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq5/masks_seq5/EndoCV2021_seq5_192_mask.jpg
