,image_path,mask_path
0,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_0.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_0_mask.jpg
1,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_4.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_4_mask.jpg
2,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_8.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_8_mask.jpg
3,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_12.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_12_mask.jpg
4,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_16.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_16_mask.jpg
5,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_20.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_20_mask.jpg
6,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_24.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_24_mask.jpg
7,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_28.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_28_mask.jpg
8,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_32.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_32_mask.jpg
9,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_36.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_36_mask.jpg
10,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/images_seq12/EndoCV2021_seq12_40.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq12/masks_seq12/EndoCV2021_seq12_40_mask.jpg
