,image_path,mask_path
0,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_0.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_0_mask.jpg
1,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_4.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_4_mask.jpg
2,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_8.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_8_mask.jpg
3,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_12.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_12_mask.jpg
4,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_16.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_16_mask.jpg
5,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_20.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_20_mask.jpg
6,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_24.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_24_mask.jpg
7,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_28.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_28_mask.jpg
8,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_32.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_32_mask.jpg
9,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_36.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_36_mask.jpg
10,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_40.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_40_mask.jpg
11,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_44.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_44_mask.jpg
12,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_48.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_48_mask.jpg
13,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_52.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_52_mask.jpg
14,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_56.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_56_mask.jpg
15,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_60.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_60_mask.jpg
16,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_64.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_64_mask.jpg
17,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_68.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_68_mask.jpg
18,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_72.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_72_mask.jpg
19,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_76.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_76_mask.jpg
20,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_80.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_80_mask.jpg
21,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_84.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_84_mask.jpg
22,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_88.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_88_mask.jpg
23,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_92.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_92_mask.jpg
24,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_96.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_96_mask.jpg
25,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_100.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_100_mask.jpg
26,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_104.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_104_mask.jpg
27,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_108.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_108_mask.jpg
28,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_112.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_112_mask.jpg
29,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_116.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_116_mask.jpg
30,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_120.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_120_mask.jpg
31,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_124.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_124_mask.jpg
32,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_128.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_128_mask.jpg
33,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/images_seq13/EndoCV2021_seq13_132.jpg,/content/drive/MyDrive/DivergentNets/divergent-nets-main/PolypGen2021_MultiCenterData/sequenceData/positive/seq13/masks_seq13/EndoCV2021_seq13_132_mask.jpg
